text,vader,textblob,bertmulti,mistral
"Des le commencement du repas, comme M. de Forcheville, place a la droite de Mme Verdurin qui avait fait pour le nouveau de grands frais de toilette, lui disait: C'est original, cette robe blanche, le docteur qui n'avait cesse de l'observer, tant il etait curieux de savoir comment etait fait ce qu'il appelait un de, et qui cherchait une occasion d'attirer son attention et d'entrer plus en contact avec lui, saisit au vol le mot blanche et, sans lever le nez de son assiette, dit: blanche?",0.3182,0.375,5,0.5
Blanche de Castille?,0.0,0.0,1,0.0
", puis sans bouger la tete lanca furtivement de droite et de gauche des regards incertains et souriants.",0.0,0.0,1,0.8
"Tandis que Swann, par l'effort douloureux et vain qu'il fit pour sourire, temoigna qu'il jugeait ce calembour stupide, Forcheville avait montre a la fois qu'il en goutait la finesse et qu'il savait vivre, en contenant dans de justes limites une gaiete dont la franchise avait charme Mme Verdurin.",-0.0772,0.4,2,0.8
--Qu'est-ce que vous dites d'un savant comme cela?,0.0,0.0,1,0.5
avait-elle demande a Forcheville.,0.0,0.0,2,0.5
Il n'y a pas moyen de causer serieusement deux minutes avec lui.,0.0,0.0,2,-0.8
"Est-ce que vous leur en dites comme cela, a votre hopital?",0.0,0.0,1,0.5
"avait-elle ajoute en se tournant vers le docteur, ca ne doit pas etre ennuyeux tous les jours, alors.",0.0,0.0,3,0.6
Je vois qu'il va falloir que je demande a m'y faire admettre.,0.0,0.0,3,0.5
"--Je crois avoir entendu que le docteur parlait de cette vieille chipie de Blanche de Castille, si j'ose m'exprimer ainsi.",0.0,0.0,2,0.6
"N'est-il pas vrai, madame?",0.0,0.0,1,0.5
"demanda Brichot a Mme Verdurin qui, pamant, les yeux fermes, precipita sa figure dans ses mains d'ou s'echapperent des cris etouffes.",0.0,0.0,1,0.5
"Mon Dieu, Madame, je ne voudrais pas alarmer les ames respectueuses s'il y en a autour de cette table, sub rosa...",0.0,0.0,5,0.6
Je reconnais d'ailleurs que notre ineffable republique athenienne--o combien!--pourrait honorer en cette capetienne obscurantiste le premier des prefets de police a poigne.,0.4574,0.0,1,-0.95
"Si fait, mon cher hote, si fait, reprit-il de sa voix bien timbree qui detachait chaque syllabe, en reponse a une objection de M. Verdurin.",0.0,0.0,5,0.5
La chronique de Saint-Denis dont nous ne pouvons contester la surete d'information ne laisse aucun doute a cet egard.,0.0,0.0,3,1.0
"Nulle ne pourrait etre mieux choisie comme patronne par un proletariat laicisateur que cette mere d'un saint a qui elle en fit d'ailleurs voir de saumatres, comme dit Suger et autres saint Bernard; car avec elle chacun en prenait pour son grade.",0.3612,-0.0499999999999999,1,0.95
--Quel est ce monsieur?,0.0,0.0,1,0.5
"demanda Forcheville a Mme Verdurin, il a l'air d'etre de premiere force.",0.0,0.0,3,0.8
"--Comment, vous ne connaissez pas le fameux Brichot?",0.0,0.0,2,0.5
il est celebre dans toute l'Europe.,0.0,0.0,5,0.8
"--Ah! c'est Brechot, s'ecria Forcheville qui n'avait pas bien entendu, vous m'en direz tant, ajouta-t-il tout en attachant sur l'homme celebre des yeux ecarquilles.",-0.2003,0.0,1,0.8
C'est toujours interessant de diner avec un homme en vue.,0.0,0.0,4,0.9
"Mais, dites-moi, vous nous invitez-la avec des convives de choix.",0.0,0.0,3,0.95
On ne s'ennuie pas chez vous.,0.0,0.0,5,1.0
"--Oh! vous savez ce qu'il y a surtout, dit modestement Mme Verdurin, c'est qu'ils se sentent en confiance.",0.0,0.0,5,0.8
"Ils parlent de ce qu'ils veulent, et la conversation rejaillit en fusees.",0.0,0.0,5,0.8
"Ainsi Brichot, ce soir, ce n'est rien: je l'ai vu, vous savez, chez moi, eblouissant, a se mettre a genoux devant; eh bien! chez les autres, ce n'est plus le meme homme, il n'a plus d'esprit, il faut lui arracher les mots, il est meme ennuyeux.",0.0,0.0,1,-0.8
--C'est curieux! dit Forcheville etonne.,0.0,0.0,3,0.6
"Un genre d'esprit comme celui de Brichot aurait ete tenu pour stupidite pure dans la coterie ou Swann avait passe sa jeunesse, bien qu'il soit compatible avec une intelligence reelle.",0.4767,0.2142857142857142,2,0.6
"Et celle du professeur, vigoureuse et bien nourrie, aurait probablement pu etre enviee par bien des gens du monde que Swann trouvait spirituels.",-0.2732,0.0,3,0.95
"Mais ceux-ci avaient fini par lui inculquer si bien leurs gouts et leurs repugnances, au moins en tout ce qui touche a la vie mondaine et meme en celle de ses parties annexes qui devrait plutot relever du domaine de l'intelligence: la conversation, que Swann ne put trouver les plaisanteries de Brichot que pedantesques, vulgaires et grasses a ecurer.",0.296,0.0,2,-0.8
"Puis il etait choque, dans l'habitude qu'il avait des bonnes manieres, par le ton rude et militaire qu'affectait, en s'adressant a chacun, l'universitaire cocardier.",-0.4588,-0.3,2,0.5
"Enfin, peut-etre avait-il surtout perdu, ce soir-la, de son indulgence en voyant l'amabilite que Mme Verdurin deployait pour ce Forcheville qu'Odette avait eu la singuliere idee d'amener.",0.0,0.0,4,0.6
"Un peu genee vis-a-vis de Swann, elle lui avait demande en arrivant:",0.0,0.0,3,0.5
--Comment trouvez-vous mon invite?,0.1531,0.0,3,0.5
"Et lui, s'apercevant pour la premiere fois que Forcheville qu'il connaissait depuis longtemps pouvait plaire a une femme et etait assez bel homme, avait repondu: Immonde!",0.0,0.0,5,-0.8
"Certes, il n'avait pas l'idee d'etre jaloux d'Odette, mais il ne se sentait pas aussi heureux que d'habitude et quand Brichot, ayant commence a raconter l'histoire de la mere de Blanche de Castille qui avait ete avec Henri Plantagenet des annees avant de l'epouser, voulut s'en faire demander la suite par Swann en lui disant: n'est-ce pas, monsieur Swann?",0.0,-0.5,2,0.3
"sur le ton martial qu'on prend pour se mettre a la portee d'un paysan ou pour donner du cur a un troupier, Swann coupa l'effet de Brichot a la grande fureur de la maitresse de la maison, en repondant qu'on voulut bien l'excuser de s'interesser si peu a Blanche de Castille, mais qu'il avait quelque chose a demander au peintre.",0.0,0.0,3,0.5
"Celui-ci, en effet, etait alle dans l'apres-midi visiter l'exposition d'un artiste, ami de Mme Verdurin qui etait mort recemment, et Swann aurait voulu savoir par lui (car il appreciait son gout) si vraiment il y avait dans ces dernieres uvres plus que la virtuosite qui stupefiait deja dans les precedentes.",0.0,0.0,3,0.8
"--A ce point de vue-la, c'etait extraordinaire, mais cela ne semblait pas d'un art, comme on dit, tres eleve, dit Swann en souriant.",0.0,0.0,2,0.8
"--Eleve... a la hauteur d'une institution, interrompit Cottard en levant les bras avec une gravite simulee.",0.0,0.0,3,0.5
Toute la table eclata de rire.,0.0,0.0,1,0.9
"--Quand je vous disais qu'on ne peut pas garder son serieux avec lui, dit Mme Verdurin a Forcheville.",0.0,0.0,2,0.5
"Au moment ou on s'y attend le moins, il vous sort une calembredaine.",0.0,0.0,2,0.5
Mais elle remarqua que seul Swann ne s'etait pas deride.,-0.2732,0.0,3,0.5
Du reste il n'etait pas tres content que Cottard fit rire de lui devant Forcheville.,0.3612,0.4,2,0.5
"Mais le peintre, au lieu de repondre d'une facon interessante a Swann, ce qu'il eut probablement fait s'il eut ete seul avec lui, prefera se faire admirer des convives en placant un morceau sur l'habilete du maitre disparu.",0.4215,0.0,2,0.5
"--Je me suis approche, dit-il, pour voir comment c'etait fait, j'ai mis le nez dessus.",0.0,0.0,2,0.5
"Ah! bien ouiche! on ne pourrait pas dire si c'est fait avec de la colle, avec du rubis, avec du savon, avec du bronze, avec du soleil, avec du caca!",-0.5962,0.0,5,0.5
"--Et un font douze, s'ecria trop tard le docteur dont personne ne comprit l'interruption.",-0.5423,0.0,1,0.5
"--Ca a l'air fait avec rien, reprit le peintre, pas plus moyen de decouvrir le truc que dans la Ronde ou les Regentes et c'est encore plus fort comme patte que Rembrandt et que Hals.",0.0,0.0,5,0.95
"Tout y est, mais non, je vous jure.",-0.128,0.0,3,0.35
"Et comme les chanteurs parvenus a la note la plus haute qu'ils puissent donner continuent en voix de tete, piano, il se contenta de murmurer, et en riant, comme si en effet cette peinture eut ete derisoire a force de beaute:",0.0,0.0,5,0.8
"--Ca sent bon, ca vous prend a la tete, ca vous coupe la respiration, ca vous fait des chatouilles, et pas meche de savoir avec quoi c'est fait, c'en est sorcier, c'est de la rouerie, c'est du miracle (eclatant tout a fait de rire): c'en est malhonnete!",0.5562,-0.9375,5,-0.95
"En s'arretant, redressant gravement la tete, prenant une note de basse profonde qu'il tacha de rendre harmonieuse, il ajouta: et c'est si loyal!",0.5255,0.4166666666666666,5,0.8
"Sauf au moment ou il avait dit: plus fort que la Ronde, blaspheme qui avait provoque une protestation de Mme Verdurin qui tenait la Ronde pour le plus grand chef-d'uvre de l'univers avec la Neuvieme et la Samothrace, et a: fait avec du caca qui avait fait jeter a Forcheville un coup d'il circulaire sur la table pour voir si le mot passait et avait ensuite amene sur sa bouche un sourire prude et conciliant, tous les convives, excepte Swann, avaient attache sur le peintre des regards fascines par l'admiration.",0.4588,0.5,2,0.95
"--Ce qu'il m'amuse quand il s'emballe comme ca, s'ecria, quand il eut termine, Mme Verdurin, ravie que la table fut justement si interessante le jour ou M. de Forcheville venait pour la premiere fois.",0.0,0.0,2,0.95
"Et toi, qu'est-ce que tu as a rester comme cela, bouche bee comme une grande bete?",0.0,0.0,5,-0.8
dit-elle a son mari.,0.0,0.0,5,0.5
Tu sais pourtant qu'il parle bien; on dirait que c'est la premiere fois qu'il vous entend.,0.0,0.0,3,0.85
"Si vous l'aviez vu pendant que vous parliez, il vous buvait.",0.0,0.0,2,0.5
Et demain il nous recitera tout ce que vous avez dit sans manger un mot.,-0.128,0.0,5,0.95
"--Mais non, c'est pas de la blague, dit le peintre, enchante de son succes, vous avez l'air de croire que je fais le boniment, que c'est du chique; je vous y menerai voir, vous direz si j'ai exagere, je vous fiche mon billet que vous revenez plus emballee que moi!",0.0,0.0,2,0.95
"--Mais nous ne croyons pas que vous exagerez, nous voulons seulement que vous mangiez, et que mon mari mange aussi; redonnez de la sole normande a Monsieur, vous voyez bien que la sienne est froide.",0.0,0.0,3,0.5
"Nous ne sommes pas si presses, vous servez comme s'il y avait le feu, attendez donc un peu pour donner la salade.",0.0,0.0,3,0.3
"Mme Cottard qui etait modeste et parlait peu, savait pourtant ne pas manquer d'assurance quand une heureuse inspiration lui avait fait trouver un mot juste.",0.5267,0.0,2,0.8
"Elle sentait qu'il aurait du succes, cela la mettait en confiance, et ce qu'elle en faisait etait moins pour briller que pour etre utile a la carriere de son mari.",0.0,0.0,3,0.95
Aussi ne laissa-t-elle pas echapper le mot de salade que venait de prononcer Mme Verdurin.,0.0,0.0,1,0.5
--Ce n'est pas de la salade japonaise?,0.0,0.0,1,0.5
dit-elle a mi-voix en se tournant vers Odette.,0.0,0.0,3,0.5
"Et ravie et confuse de l'a-propos et de la hardiesse qu'il y avait a faire ainsi une allusion discrete, mais claire, a la nouvelle et retentissante piece de Dumas, elle eclata d'un rire charmant d'ingenue, peu bruyant, mais si irresistible qu'elle resta quelques instants sans pouvoir le maitriser.",0.128,0.0,4,0.8
Qui est cette dame?,0.0,0.0,1,0.5
"elle a de l'esprit, dit Forcheville.",0.0,0.0,2,0.8
"--Non, mais nous vous en ferons si vous venez tous diner vendredi.",0.0,0.0,1,0.5
"--Je vais vous paraitre bien provinciale, monsieur, dit Mme Cottard a Swann, mais je n'ai pas encore vu cette fameuse Francillon dont tout le monde parle.",0.0951,0.0,3,0.3
Le docteur y est alle (je me rappelle meme qu'il m'a dit avoir eu le tres grand plaisir de passer la soiree avec vous) et j'avoue que je n'ai pas trouve raisonnable qu'il louat des places pour y retourner avec moi.,0.4588,0.5,3,0.75
"Evidemment, au Theatre-Francais, on ne regrette jamais sa soiree, c'est toujours si bien joue, mais comme nous avons des amis tres aimables (Mme Cottard prononcait rarement un nom propre et se contentait de dire des amis a nous, une de mes amies, par distinction, sur un ton factice, et avec l'air d'importance d'une personne qui ne nomme que qui elle veut) qui ont souvent des loges et ont la bonne idee de nous emmener a toutes les nouveautes qui en valent la peine, je suis toujours sure de voir Francillon un peu plus tot ou un peu plus tard, et de pouvoir me former une opinion.",-0.6369,0.25,4,0.8
"Je dois pourtant confesser que je me trouve assez sotte, car, dans tous les salons ou je vais en visite, on ne parle naturellement que de cette malheureuse salade japonaise.",0.0,0.0,2,0.5
"On commence meme a en etre un peu fatigue, ajouta-t-elle en voyant que Swann n'avait pas l'air aussi interesse qu'elle aurait cru par une si brulante actualite.",-0.25,0.0,3,0.4
Il faut avouer pourtant que cela donne quelquefois pretexte a des idees assez amusantes.,0.0,0.0,3,0.5
"Ainsi j'ai une de mes amies qui est tres originale, quoique tres jolie femme, tres entouree, tres lancee, et qui pretend qu'elle a fait faire chez elle cette salade japonaise, mais en faisant mettre tout ce qu'Alexandre Dumas fils dit dans la piece.",-0.2263,0.0,4,0.6
Elle avait invite quelques amies a venir en manger.,0.1531,0.0,3,0.8
Malheureusement je n'etais pas des elues.,0.0,0.0,2,0.4
"Mais elle nous l'a raconte tantot, a son jour; il parait que c'etait detestable, elle nous a fait rire aux larmes.",0.0,0.0,3,0.8
"Mais vous savez, tout est dans la maniere de raconter, dit-elle en voyant que Swann gardait un air grave.",-0.4767,0.0,3,0.5
Et supposant que c'etait peut-etre parce qu'il n'aimait pas Francillon:,0.0,0.0,2,0.6
"--Du reste, je crois que j'aurai une deception.",-0.4404,0.0,2,-0.8
"Je ne crois pas que cela vaille Serge Panine, l'idole de Mme de Crecy.",0.0,0.0,3,0.5
"Voila au moins des sujets qui ont du fond, qui font reflechir; mais donner une recette de salade sur la scene du Theatre-Francais!",0.4926,0.0,3,0.7
Tandis que Serge Panine!,0.0,0.0,1,0.5
"Du reste, comme tout ce qui vient de la plume de Georges Ohnet, c'est toujours si bien ecrit.",-0.128,0.0,3,1.0
Je ne sais pas si vous connaissez Le Maitre de Forges que je prefererais encore a Serge Panine.,0.0,0.0,3,0.6
"--Pardonnez-moi, lui dit Swann d'un air ironique, mais j'avoue que mon manque d'admiration est a peu pres egal pour ces deux chefs-d'uvre.",0.0,0.1,3,0.5
"--Vraiment, qu'est-ce que vous leur reprochez?",0.0,0.0,2,0.5
Est-ce un parti pris?,0.0,0.0,1,0.5
Trouvez-vous peut-etre que c'est un peu triste?,0.0,0.0,3,0.5
"D'ailleurs, comme je dis toujours, il ne faut jamais discuter sur les romans ni sur les pieces de theatre.",0.0,0.0,5,0.5
Chacun a sa maniere de voir et vous pouvez trouver detestable ce que j'aime le mieux.,0.0,0.0,5,0.5
Elle fut interrompue par Forcheville qui interpellait Swann.,0.0,0.0,2,0.5
"En effet, tandis que Mme Cottard parlait de Francillon, Forcheville avait exprime a Mme Verdurin son admiration pour ce qu'il avait appele le petit speech du peintre.",0.5423,0.0,3,0.8
"--Monsieur a une facilite de parole, une memoire! avait-il dit a Mme Verdurin quand le peintre eut termine, comme j'en ai rarement rencontre.",0.0,0.0,5,0.95
Bigre! je voudrais bien en avoir autant.,0.0,0.0,2,0.8
Il ferait un excellent predicateur.,0.5719,1.0,5,1.0
"On peut dire qu'avec M. Brechot, vous avez la deux numeros qui se valent, je ne sais meme pas si comme platine, celui-ci ne damerait pas encore le pion au professeur.",-0.4588,0.0,3,0.7
"Ca vient plus naturellement, c'est moins recherche.",0.0,0.0,3,0.6
"Quoiqu'il ait chemin faisant quelques mots un peu realistes, mais c'est le gout du jour, je n'ai pas souvent vu tenir le crachoir avec une pareille dexterite, comme nous disions au regiment, ou pourtant j'avais un camarade que justement monsieur me rappelait un peu.",0.0,0.0,3,0.6
"A propos de n'importe quoi, je ne sais que vous dire, sur ce verre, par exemple, il pouvait degoiser pendant des heures, non, pas a propos de ce verre, ce que je dis est stupide; mais a propos de la bataille de Waterloo, de tout ce que vous voudrez et il nous envoyait chemin faisant des choses auxquelles vous n'auriez jamais pense.",-0.5423,0.0,1,0.5
Du reste Swann etait dans le meme regiment; il a du le connaitre.,0.0,0.0,3,0.6
--Vous voyez souvent M. Swann?,0.0,0.0,2,0.5
demanda Mme Verdurin.,0.0,0.0,4,0.5
"--Mais non, repondit M. de Forcheville et comme pour se rapprocher plus aisement d'Odette, il desirait etre agreable a Swann, voulant saisir cette occasion, pour le flatter, de parler de ses belles relations, mais d'en parler en homme du monde sur un ton de critique cordiale et n'avoir pas l'air de l'en feliciter comme d'un succes inespere: N'est-ce pas, Swann?",0.1027,0.0,2,0.5
je ne vous vois jamais.,0.0,0.0,1,-0.8
"D'ailleurs, comment faire pour le voir?",0.0,0.0,3,0.5
"Cet animal-la est tout le temps fourre chez les La Tremoille, chez les Laumes, chez tout ca!",-0.3164,0.0,5,0.6
Imputation d'autant plus fausse d'ailleurs que depuis un an Swann n'allait plus guere que chez les Verdurin.,0.0,0.0,1,-0.8
Mais le seul nom de personnes qu'ils ne connaissaient pas etait accueilli chez eux par un silence reprobateur.,0.0,0.0,2,-0.8
"M. Verdurin, craignant la penible impression que ces noms d'ennuyeux, surtout lances ainsi sans tact a la face de tous les fideles, avaient du produire sur sa femme, jeta sur elle a la derobee un regard plein d'inquiete sollicitude.",0.2263,0.0,1,0.65
"Il vit alors que dans sa resolution de ne pas prendre acte, de ne pas avoir ete touchee par la nouvelle qui venait de lui etre notifiee, de ne pas seulement rester muette, mais d'avoir ete sourde comme nous l'affectons, quand un ami fautif essaye de glisser dans la conversation une excuse que ce serait avoir l'air d'admettre que de l'avoir ecoutee sans protester, ou quand on prononce devant nous le nom defendu d'un ingrat, Mme Verdurin, pour que son silence n'eut pas l'air d'un consentement, mais du silence ignorant des choses inanimees, avait soudain depouille son visage de toute vie, de toute motilite; son front bombe n'etait plus qu'une belle etude de ronde bosse ou le nom de ces La Tremoille chez qui etait toujours fourre Swann, n'avait pu penetrer; son nez legerement fronce laissait voir une echancrure qui semblait calquee sur la vie.",-0.4404,-0.05,4,0.3
On eut dit que sa bouche entr'ouverte allait parler.,0.0,0.0,1,0.5
"Ce n'etait plus qu'une cire perdue, qu'un masque de platre, qu'une maquette pour un monument, qu'un buste pour le Palais de l'Industrie devant lequel le public s'arreterait certainement pour admirer comment le sculpteur, en exprimant l'imprescriptible dignite des Verdurin opposee a celle des La Tremoille et des Laumes qu'ils valent certes ainsi que tous les ennuyeux de la terre, etait arrive a donner une majeste presque papale a la blancheur et a la rigidite de la pierre.",0.4215,0.0,1,0.95
"Mais le marbre finit par s'animer et fit entendre qu'il fallait ne pas etre degoute pour aller chez ces gens-la, car la femme etait toujours ivre et le mari si ignorant qu'il disait collidor pour corridor.",0.1027,0.4,2,0.45
"--On me paierait bien cher que je ne laisserais pas entrer ca chez moi, conclut Mme Verdurin, en regardant Swann d'un air imperieux.",0.0,0.0,5,0.7
Sans doute elle n'esperait pas qu'il se soumettrait jusqu'a imiter la sainte simplicite de la tante du pianiste qui venait de s'ecrier:,0.0,0.0,3,0.5
--Voyez-vous ca?,0.0,0.0,1,0.5
"Ce qui m'etonne, c'est qu'ils trouvent encore des personnes qui consentent a leur causer; il me semble que j'aurais peur: un mauvais coup est si vite recu!",0.0,0.0,3,0.6
Comment y a-t-il encore du peuple assez brute pour leur courir apres.,0.0,0.0,3,-0.95
"Que ne repondait-il du moins comme Forcheville: Dame, c'est une duchesse; il y a des gens que ca impressionne encore, ce qui avait permis au moins a Mme Verdurin de repliquer: Grand bien leur fasse!",0.5093,0.625,3,0.5
"Au lieu de cela, Swann se contenta de rire d'un air qui signifiait qu'il ne pouvait meme pas prendre au serieux une pareille extravagance.",0.0,0.0,2,0.5
"M. Verdurin, continuant a jeter sur sa femme des regards furtifs, voyait avec tristesse et comprenait trop bien qu'elle eprouvait la colere d'un grand inquisiteur qui ne parvient pas a extirper l'heresie, et pour tacher d'amener Swann a une retractation, comme le courage de ses opinions parait toujours un calcul et une lachete aux yeux de ceux a l'encontre de qui il s'exerce, M. Verdurin l'interpella:",0.7351,0.5,2,0.5
"--Dites donc franchement votre pensee, nous n'irons pas le leur repeter.",0.0,0.0,1,0.5
A quoi Swann repondit:,0.0,0.0,3,0.5
"--Mais ce n'est pas du tout par peur de la duchesse (si c'est des La Tremoille que vous parlez). Je vous assure que tout le monde aime aller chez elle. Je ne vous dis pas qu'elle soit profonde (il prononca profonde, comme si c'avait ete un mot ridicule, car son langage gardait la trace d'habitudes d'esprit qu'une certaine renovation, marquee par l'amour de la musique, lui avait momentanement fait perdre--il exprimait parfois ses opinions avec chaleur--) mais, tres sincerement, elle est intelligente et son mari est un veritable lettre.",-0.3818,0.0,2,0.8
Ce sont des gens charmants.,0.0,0.0,5,1.0
"Si bien que Mme Verdurin, sentant que, par ce seul infidele, elle serait empechee de realiser l'unite morale du petit noyau, ne put pas s'empecher dans sa rage contre cet obstine qui ne voyait pas combien ses paroles la faisaient souffrir, de lui crier du fond du cur:",-0.1779,0.0,3,-0.95
"--Trouvez-le si vous voulez, mais du moins ne nous le dites pas.",0.0,0.0,3,-0.8
"--Tout depend de ce que vous appelez intelligence, dit Forcheville qui voulait briller a son tour.",0.3818,0.0,2,0.5
"Voyons, Swann, qu'entendez-vous par intelligence?",0.4767,0.0,1,0.5
"--Voila! s'ecria Odette, voila les grandes choses dont je lui demande de me parler, mais il ne veut jamais.",0.0,0.0,1,-0.8
--Mais si... protesta Swann.,0.0,0.0,3,0.5
--Cette blague! dit Odette.,0.0,0.0,1,0.5
--Blague a tabac?,0.0,0.0,1,0.5
demanda le docteur.,0.0,0.0,1,0.5
"--Pour vous, reprit Forcheville, l'intelligence, est-ce le bagout du monde, les personnes qui savent s'insinuer?",0.0,0.0,2,0.5
"--Finissez votre entremets qu'on puisse enlever votre assiette, dit Mme Verdurin d'un ton aigre en s'adressant a Saniette, lequel absorbe dans des reflexions, avait cesse de manger.",0.0,0.0,1,0.5
"Et peut-etre un peu honteuse du ton qu'elle avait pris: Cela ne fait rien, vous avez votre temps, mais, si je vous le dis, c'est pour les autres, parce que cela empeche de servir.",0.0,0.0,2,0.65
"--Il y a, dit Brichot en martelant les syllabes, une definition bien curieuse de l'intelligence dans ce doux anarchiste de Fenelon...",0.0,0.0,2,0.5
"--Ecoutez! dit a Forcheville et au docteur Mme Verdurin, il va nous dire la definition de l'intelligence par Fenelon, c'est interessant, on n'a pas toujours l'occasion d'apprendre cela.",-0.5093,0.0,4,0.8
Mais Brichot attendait que Swann eut donne la sienne.,0.0,0.0,3,0.5
Celui-ci ne repondit pas et en se derobant fit manquer la brillante joute que Mme Verdurin se rejouissait d'offrir a Forcheville.,0.3612,0.4,2,0.5
"--Naturellement, c'est comme avec moi, dit Odette d'un ton boudeur, je ne suis pas fachee de voir que je ne suis pas la seule qu'il ne trouve pas a la hauteur.",0.0,0.0,2,0.5
"--Ces de La Tremouaille que Mme Verdurin nous a montres comme si peu recommandables, demanda Brichot, en articulant avec force, descendent-ils de ceux que cette bonne snob de Mme de Sevigne avouait etre heureuse de connaitre parce que cela faisait bien pour ses paysans?",-0.4588,0.0,2,0.6
"Il est vrai que la marquise avait une autre raison, et qui pour elle devait primer celle-la, car gendelettre dans l'ame, elle faisait passer la copie avant tout.",-0.128,0.0,3,0.65
"Or dans le journal qu'elle envoyait regulierement a sa fille, c'est Mme de la Tremouaille, bien documentee par ses grandes alliances, qui faisait la politique etrangere.",0.0,0.0,3,0.8
"--Mais non, je ne crois pas que ce soit la meme famille, dit a tout hasard Mme Verdurin.",-0.128,0.0,2,0.2
"Saniette qui, depuis qu'il avait rendu precipitamment au maitre d'hotel son assiette encore pleine, s'etait replonge dans un silence meditatif, en sortit enfin pour raconter en riant l'histoire d'un diner qu'il avait fait avec le duc de La Tremoille et d'ou il resultait que celui-ci ne savait pas que George Sand etait le pseudonyme d'une femme.",0.0,0.0,4,0.8
"Swann qui avait de la sympathie pour Saniette crut devoir lui donner sur la culture du duc des details montrant qu'une telle ignorance de la part de celui-ci etait materiellement impossible; mais tout d'un coup il s'arreta, il venait de comprendre que Saniette n'avait pas besoin de ces preuves et savait que l'histoire etait fausse pour la raison qu'il venait de l'inventer il y avait un moment.",-0.4588,-0.6666666666666666,2,0.8
"Cet excellent homme souffrait d'etre trouve si ennuyeux par les Verdurin; et ayant conscience d'avoir ete plus terne encore a ce diner que d'habitude, il n'avait voulu le laisser finir sans avoir reussi a amuser.",0.7003,1.0,5,0.6
"Il capitula si vite, eut l'air si malheureux de voir manque l'effet sur lequel il avait compte et repondit d'un ton si lache a Swann pour que celui-ci ne s'acharnat pas a une refutation desormais inutile: C'est bon, c'est bon; en tous cas, meme si je me trompe, ce n'est pas un crime, je pense que Swann aurait voulu pouvoir dire que l'histoire etait vraie et delicieuse.",-0.7579,0.1,2,0.8
"Le docteur qui les avait ecoutes eut l'idee que c'etait le cas de dire: Se non e vero, mais il n'etait pas assez sur des mots et craignit de s'embrouiller.",-0.4588,0.0,2,0.5
Apres le diner Forcheville alla de lui-meme vers le docteur.,0.0,0.0,2,0.0
"--Elle n'a pas du etre mal, Mme Verdurin, et puis c'est une femme avec qui on peut causer, pour moi tout est la.",-0.128,0.0,5,0.8
Evidemment elle commence a avoir un peu de bouteille.,0.0,0.0,3,0.5
"Mais Mme de Crecy voila une petite femme qui a l'air intelligente, ah! saperlipopette, on voit tout de suite qu'elle a l'il americain, celle-la!",-0.2695,0.0,3,0.8
"Nous parlons de Mme de Crecy, dit-il a M. Verdurin qui s'approchait, la pipe a la bouche.",0.0,0.0,1,0.5
Je me figure que comme corps de femme...,0.0,0.0,2,0.5
"--J'aimerais mieux l'avoir dans mon lit que le tonnerre, dit precipitamment Cottard qui depuis quelques instants attendait en vain que Forcheville reprit haleine pour placer cette vieille plaisanterie dont il craignait que ne revint pas l'a-propos si la conversation changeait de cours, et qu'il debita avec cet exces de spontaneite et d'assurance qui cherche a masquer la froideur et l'emoi inseparables d'une recitation.",-0.4215,0.0,2,0.8
"Forcheville la connaissait, il la comprit et s'en amusa.",0.0,0.0,4,0.8
"Quant a M. Verdurin, il ne marchanda pas sa gaiete, car il avait trouve depuis peu pour la signifier un symbole autre que celui dont usait sa femme, mais aussi simple et aussi clair.",0.0,0.0,2,0.9
"A peine avait-il commence a faire le mouvement de tete et d'epaules de quelqu'un qui s'esclaffe qu'aussitot il se mettait a tousser comme si, en riant trop fort, il avait avale la fumee de sa pipe.",0.0,0.0,2,0.7
"Et la gardant toujours au coin de sa bouche, il prolongeait indefiniment le simulacre de suffocation et d'hilarite.",0.0,0.0,5,0.8
"Ainsi lui et Mme Verdurin, qui en face, ecoutant le peintre qui lui racontait une histoire, fermait les yeux avant de precipiter son visage dans ses mains, avaient l'air de deux masques de theatre qui figuraient differemment la gaiete.",0.0,0.0,3,0.8
"M. Verdurin avait d'ailleurs fait sagement en ne retirant pas sa pipe de sa bouche, car Cottard qui avait besoin de s'eloigner un instant fit a mi-voix une plaisanterie qu'il avait apprise depuis peu et qu'il renouvelait chaque fois qu'il avait a aller au meme endroit: Il faut que j'aille entretenir un instant le duc d'Aumale, de sorte que la quinte de M. Verdurin recommenca.",0.3612,0.1333333333333333,2,0.6
"--Voyons, enleve donc ta pipe de ta bouche, tu vois bien que tu vas t'etouffer a te retenir de rire comme ca, lui dit Mme Verdurin qui venait offrir des liqueurs.",0.0,0.0,5,0.75
"--Quel homme charmant que votre mari, il a de l'esprit comme quatre, declara Forcheville a Mme Cottard.",0.0,0.0,5,0.95
Merci madame.,0.0,0.0,5,1.0
"Un vieux troupier comme moi, ca ne refuse jamais la goutte.",-0.296,0.0,5,0.8
"de Forcheville trouve Odette charmante, dit M. Verdurin a sa femme.",0.0,0.0,5,0.8
--Mais justement elle voudrait dejeuner une fois avec vous.,0.0,0.0,3,0.8
"Nous allons combiner ca, mais il ne faut pas que Swann le sache.",0.0,0.0,3,0.5
"Vous savez, il met un peu de froid.",0.0,0.0,3,0.3
"Ca ne vous empechera pas de venir diner, naturellement, nous esperons vous avoir tres souvent.",0.0,0.0,5,0.95
